20220308 19:55:00,18.5,0
20220308 20:55:00,18.3,0
20220308 21:55:00,18.7,0
20220308 22:55:00,18.8,0
20220308 23:55:00,18.8,0
20220309 00:55:00,17.2,0
20220309 01:55:00,17.2,0
20220309 02:55:00,17.1,0
20220309 03:55:00,17.1,0
20220309 04:55:00,17.1,0
20220309 05:55:00,17.0,0
20220309 06:55:00,17.0,0
20220309 07:55:00,16.9,0
20220309 08:55:00,,
20220309 09:55:00,,
20220309 11:55:00,16.5,0
20220309 12:55:00,16.6,0
20220309 13:55:00,,
20220309 14:55:00,16.9,0
20220309 15:55:00,16.9,0
20220309 16:55:00,17.0,0
20220309 17:55:00,17.0,0
20220309 18:55:00,17.0,0
20220309 19:55:00,18.6,0
20220309 20:55:00,17.7,0
20220309 21:55:00,17.9,
20220309 22:55:00,18.0,0
20220309 23:55:00,18.1,0
20220310 00:55:00,18.2,0
20220310 01:55:00,18.2,0
20220310 02:55:00,18.3,0
20220310 03:55:00,18.3,0
20220310 04:55:00,18.4,0
20220310 05:55:00,18.4,0
20220310 06:55:00,18.4,0
20220310 07:55:00,18.4,0
20220310 08:55:00,,
20220310 09:55:00,,
20220316 15:55:00,38.13,3
20220316 16:55:00,38.13,2
20220316 17:55:00,38.3,1
20220316 18:55:00,38.58,0
20220316 19:55:00,38.35,0
20220316 20:55:00,38.19,0
20220316 21:55:00,38.3,0
20220316 22:55:00,38.52,1
20220316 23:55:00,38.47,0
20220317 00:55:00,38.58,0
20220317 01:55:00,38.8,0
20220317 02:55:00,38.74,0
20220317 03:55:00,38,0
20220317 04:55:00,38.19,0
20220317 05:55:00,38,0
20220317 06:55:00,38,1
20220317 07:55:00,38,1
20220317 08:55:00,38.13,2
20220317 09:55:00,38.35,2
20220317 10:55:00,38.24,1
20220317 11:55:00,38.58,0
20220317 12:55:00,38.52,1
20220317 13:55:00,38.35,1
20220317 14:55:00,38,1
20220317 15:55:00,38.3,3
20220317 16:55:00,38.35,1
20220317 17:55:00,38.19,1
20220317 18:55:00,38.0,0
20220317 19:55:00,38,0
20220317 20:55:00,38.19,0
20220317 21:55:00,38.35,
20220317 22:55:00,38.41,0
20220317 23:55:00,38.74,0
20220318 00:55:00,38.85,0
20220318 01:55:00,38.19,0
20220318 02:55:00,38.13,0
20220318 03:55:00,38,0
20220318 04:55:00,38.3,1
20220318 05:55:00,38.3,1
20220318 06:55:00,38,1
20220318 07:55:00,38,1
20220318 08:55:00,38,3
20220318 09:55:00,38,2
20220318 10:55:00,38,1
20220318 11:55:00,38,1
20220318 12:55:00,38,1
20220318 13:55:00,38,1
20220318 14:55:00,38.0,1
20220318 15:55:00,38,3
20220318 16:55:00,38.13,2
20220318 17:55:00,38,1
20220318 18:55:00,38.19,0
20220318 19:55:00,38.19,0
20220318 20:55:00,38,0
20220318 21:55:00,38.69,
20220318 22:55:00,38.74,0
20220318 23:55:00,38.19,1
20220319 00:55:00,38,1
20220319 01:55:00,38,0
20220319 02:55:00,38,0
20220319 03:55:00,38,0
20220319 04:55:00,38,0
20220319 05:55:00,38,0
20220319 06:55:00,38,1
20220319 07:55:00,38,1
20220319 08:55:00,38,3
20220319 09:55:00,38,3
20220319 10:55:00,38,2
20220319 11:55:00,38,1
20220319 12:55:00,38,1
20220319 13:55:00,38,1
20220319 14:55:00,38,1
20220319 15:55:00,38.19,3
20220319 16:55:00,38,2
20220319 17:55:00,38.19,2
20220319 18:55:00,38,1
20220319 19:55:00,38.19,1
20220319 20:55:00,38.24,0
20220319 21:55:00,38.24,
20220319 22:55:00,38.24,0
20220319 23:55:00,38.19,0
20220320 00:55:00,38.19,0
20220320 01:55:00,38.19,0
20220320 02:55:00,38.47,0
20220320 03:55:00,38.63,0
20220320 04:55:00,38.24,0
20220320 05:55:00,38.24,0
20220320 06:55:00,38,0
20220320 07:55:00,38,0
20220320 08:55:00,38,3
20220320 09:55:00,38,3
20220320 10:55:00,38.13,1
20220320 11:55:00,38,1
20220320 12:55:00,38.3,1
20220320 13:55:00,38.3,1
20220320 14:55:00,38.19,1
20220320 15:55:00,38.24,3
20220320 16:55:00,38.35,3
20220320 17:55:00,38.47,0
20220320 18:55:00,38.47,0
20220320 19:55:00,38.58,0
20220320 20:55:00,38.74,0
20220320 21:55:00,38.8,
20220320 22:55:00,38.74,0
20220320 23:55:00,38.3,0
20220321 00:55:00,38.13,1
20220321 01:55:00,38.3,0
20220321 02:55:00,38.35,0
20220321 03:55:00,38.52,0
20220321 04:55:00,38.58,0
20220321 05:55:00,38.13,0
20220321 06:55:00,38,0
20220321 07:55:00,38,1
20220321 08:55:00,38.19,3
20220321 09:55:00,38.0,3
20220321 10:55:00,,
20220321 11:55:00,,
20220321 17:55:00,38.13,0
20220321 18:55:00,,
20220321 19:55:00,,
20220322 05:55:00,38,0
20220322 06:55:00,,
20220322 07:55:00,,
20220322 17:55:00,38.35,0
20220322 18:55:00,,
20220322 19:55:00,,
20220323 11:55:00,38,0
20220323 12:55:00,,
20220323 13:55:00,,
20220323 17:55:00,38.41,0
20220323 18:55:00,38.58,0
20220323 19:55:00,38.47,0
20220323 20:55:00,,
20220323 21:55:00,,
20220324 08:55:00,38.35,0
20220324 09:55:00,,
20220324 10:55:00,,
20220324 17:55:00,38.24,0
20220324 18:55:00,38.35,0
20220324 19:55:00,38.3,0
20220324 20:55:00,38.3,0
20220324 21:55:00,38.3,
20220324 22:55:00,,
20220324 23:55:00,,
20220326 10:55:00,38,0
20220326 11:55:00,,
20220326 12:55:00,,
